Id,AreaName,PlaceName,Lon,Lat,Start,End,LocType,StartType,EndType
02140632,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140632,Italy,NoInfo,12.83333,42.83333,1500,1481,approx,approx,NoInfo
02140632,Italy,Rome,12.51133,41.89193,1733,1783,accurate,accurate,accurate
02140632,France,Paris,2.3488,48.85341,1788,1792,accurate,accurate,accurate
02140632,France,Paris,2.3488,48.85341,1792,2021,accurate,accurate,accurate
02141738,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141738,France,Paris,2.3488,48.85341,1481,1838,accurate,NoInfo,accurate
02141738,France,Paris,2.3488,48.85341,1838,1838,accurate,accurate,accurate
02141738,France,Paris,2.3488,48.85341,1838,2021,accurate,accurate,accurate
02141737,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141737,France,Paris,2.3488,48.85341,1481,1784,accurate,NoInfo,accurate
02141737,France,Paris,2.3488,48.85341,1784,2021,accurate,accurate,accurate
02141741,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02001008,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02001008,United Kingdom,London,-0.12574,51.50853,1755,1846,accurate,accurate,accurate
02001008,United Kingdom,London,-0.12574,51.50853,1847,2021,accurate,accurate,accurate
02141599,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141599,NoInfo,NoInfo,11.24626,43.77925,1501,1600,NoInfo,accurate,approx
02141599,Germany,Berlin,13.41053,52.52437,1800,1846,accurate,approx,accurate
02141599,Germany,Berlin,13.41053,52.52437,1850,2021,accurate,approx,accurate
02141629,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141629,NoInfo,NoInfo,11.24626,43.77925,1501,1600,NoInfo,accurate,approx
02141629,Germany,Berlin,13.41053,52.52437,1880,1904,accurate,accurate,accurate
02141629,Germany,Berlin,13.41053,52.52437,1906,2021,accurate,accurate,accurate
02141643,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141643,NoInfo,NoInfo,11.24626,43.77925,1833,1861,NoInfo,accurate,accurate
02141643,Switzerland,Cologny,6.18041,46.21672,1951,2021,accurate,accurate,accurate
02140783,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140783,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02140783,Italy,Siena,11.33064,43.31822,1758,2021,accurate,accurate,accurate
02141600,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141600,Germany,Dresden,13.73832,51.05089,1853,1865,accurate,accurate,accurate
02141600,Germany,Dresden,13.73832,51.05089,1853,2021,accurate,accurate,accurate
02141601,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141601,Germany,Dresden,13.73832,51.05089,1481,2021,accurate,NoInfo,accurate
02140795,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140795,Italy,NoInfo,12.83333,42.83333,1501,1700,approx,accurate,approx
02140795,Italy,Trivignano,12.18687,45.53197,1701,1800,accurate,accurate,approx
02140795,Italy,Treviso,12.2416,45.66673,1737,1810,accurate,accurate,accurate
02140795,Italy,Treviso,12.2416,45.66673,1810,2021,accurate,accurate,accurate
02140630,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140630,Italy,Venice,12.33092,45.4389,1481,1519,accurate,accurate,accurate
02140630,Italy,Venice,12.33092,45.4389,1519,1547,accurate,accurate,accurate
02140630,France,Paris,2.3488,48.85341,1801,2021,accurate,accurate,accurate
02141192,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141192,Italy,NoInfo,12.83333,42.83333,1481,1500,approx,accurate,approx
02141192,Italy,Italy,12.83333,42.83333,1550,1650,accurate,approx,approx
02141192,United States,Boston,-71.05977,42.35843,1939,1939,accurate,accurate,accurate
02141192,United States,Cambridge,-71.10561,42.3751,1939,1943,accurate,accurate,accurate
02141192,United States,Cambridge,-71.10561,42.3751,1943,1943,accurate,accurate,accurate
02141192,United States,Boston,-71.05977,42.35843,1943,2021,accurate,accurate,accurate
02140648,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140648,Italy,Florence,11.24626,43.77925,1481,1501,accurate,accurate,accurate
02140648,NoInfo,NoInfo,11.24626,43.77925,1500,1700,NoInfo,approx,approx
02140648,Italy,Rome,12.51133,41.89193,1717,1799,accurate,accurate,accurate
02140648,France,Paris,2.3488,48.85341,1717,2021,accurate,NoInfo,accurate
02141739,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141739,France,Marseille,5.38107,43.29695,1766,1778,accurate,accurate,accurate
02141739,France,Paris,2.3488,48.85341,1781,2021,accurate,accurate,accurate
02141717,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141717,Austria,Vienna,16.37208,48.20849,1776,2021,accurate,accurate,accurate
02141004,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141004,France,Besançon,6.01815,47.24878,1753,1826,accurate,accurate,accurate
02141004,France,Besançon,6.01815,47.24878,1826,2021,accurate,accurate,accurate
02144949,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02144949,Italy,NoInfo,12.83333,42.83333,1550,1650,approx,approx,approx
02144949,France,NoInfo,2.0,46.0,1908,1908,approx,accurate,accurate
02144949,United States,New York,-74.00597,40.71427,1908,1944,accurate,accurate,accurate
02144949,United States,New York,-74.00597,40.71427,1922,2021,accurate,accurate,accurate
02141557,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141557,Italy,Florence,11.24626,43.77925,1695,1758,accurate,accurate,accurate
02141557,Italy,Florence,11.24626,43.77925,1749,1803,accurate,accurate,accurate
02141557,NoInfo,NoInfo,11.24626,43.77925,1801,1900,NoInfo,accurate,approx
02141557,United Kingdom,Sudbury,0.73117,52.0389,1825,1866,accurate,accurate,accurate
02141557,United Kingdom,London,-0.12574,51.50853,1866,1919,accurate,accurate,accurate
02141557,United Kingdom,Sonning,-0.91212,51.47411,1875,1937,accurate,accurate,accurate
02141557,United States,Middletown,-72.65065,41.56232,1875,2021,accurate,NoInfo,accurate
02144952,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02144952,France,Paris,2.3488,48.85341,1844,1884,accurate,accurate,accurate
02144952,Italy,Rome,12.51133,41.89193,2007,1884,accurate,accurate,NoInfo
02144952,Italy,Milan,9.18951,45.46427,2007,2021,accurate,accurate,accurate
02141558,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141558,United States,New Haven,-72.92816,41.30815,1963,2021,accurate,accurate,accurate
02141439,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141439,United States,Ithaca,-76.49661,42.44063,1865,2021,accurate,accurate,accurate
02141267,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141267,United States,Claremont,-117.71978,34.09668,1927,2021,accurate,accurate,accurate
02141440,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141440,United States,Bloomington,-86.52639,39.16533,1960,2021,accurate,accurate,accurate
02001009,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02001009,Italy,NoInfo,12.83333,42.83333,1475,1525,approx,accurate,accurate
02001009,Italy,NoInfo,12.83333,42.83333,1750,1825,approx,approx,accurate
02001009,United Kingdom,London,-0.12574,51.50853,1842,2021,accurate,accurate,accurate
02140856,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140856,Italy,Florence,11.24626,43.77925,1550,1605,accurate,approx,accurate
02140856,United Kingdom,London,-0.12574,51.50853,1650,1757,accurate,approx,accurate
02140856,United Kingdom,London,-0.12574,51.50853,1757,2021,accurate,accurate,accurate
02140784,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140784,Italy,NoInfo,12.83333,42.83333,1481,1500,approx,accurate,approx
02140784,Italy,Florence,11.24626,43.77925,1614,1500,accurate,accurate,NoInfo
02140784,Italy,Siena,11.33064,43.31822,1758,2021,accurate,accurate,accurate
02142781,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02142781,Italy,Florence,11.24626,43.77925,1812,1829,accurate,accurate,accurate
02142781,Germany,Dresden,13.73832,51.05089,1840,1920,accurate,accurate,accurate
02142781,Germany,Dresden,13.73832,51.05089,1920,1938,accurate,accurate,accurate
02142781,Germany,Dresden,13.73832,51.05089,1938,1945,accurate,accurate,accurate
02142781,Russia,Moscow,37.61556,55.75222,1945,2021,accurate,accurate,accurate
02141086,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141086,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02141086,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02141086,Italy,NoInfo,12.83333,42.83333,1601,1700,approx,accurate,approx
02141086,Germany,Munich,11.57549,48.13743,1800,1830,accurate,approx,accurate
02141086,Italy,Novara,8.62118,45.44694,1800,1896,accurate,NoInfo,accurate
02141086,Italy,Novara,8.62118,45.44694,1896,2021,accurate,accurate,accurate
02141148,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141148,NoInfo,Europe,9.14062,48.69096,1501,1600,accurate,accurate,approx
02141148,Japan,NoInfo,139.75309,35.68536,1701,1800,approx,accurate,approx
02141148,Japan,NoInfo,139.75309,35.68536,1701,1800,approx,accurate,approx
02141148,United Kingdom,Edensor,-1.62576,53.22662,1811,1844,accurate,accurate,accurate
02141148,United Kingdom,Chatsworth House,-1.6,53.21667,1844,2021,accurate,accurate,accurate
02141598,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141598,Germany,Munich,11.57549,48.13743,1481,2021,accurate,NoInfo,accurate
02141603,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141603,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02141603,Japan,NoInfo,139.75309,35.68536,1701,1800,approx,accurate,approx
02141603,NoInfo,NoInfo,139.75309,35.68536,1950,1980,NoInfo,approx,accurate
02141603,Italy,Turin,7.68682,45.07049,1950,2013,accurate,NoInfo,accurate
02141603,Switzerland,Geneva,6.14569,46.20222,2013,2021,accurate,accurate,accurate
02141143,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141143,Italy,NoInfo,12.83333,42.83333,1481,1500,approx,accurate,approx
02141143,United Kingdom,NoInfo,-2.69531,54.75844,1813,1857,approx,accurate,accurate
02141143,United Kingdom,London,-0.12574,51.50853,1857,1857,accurate,accurate,accurate
02141143,United Kingdom,London,-0.12574,51.50853,1860,1860,accurate,accurate,accurate
02141143,United Kingdom,London,-0.12574,51.50853,1862,1862,accurate,accurate,accurate
02141143,United Kingdom,Crowan,-5.32303,50.16782,1862,1863,accurate,accurate,accurate
02141143,United Kingdom,Cambridge,0.11667,52.2,1863,2021,accurate,accurate,accurate
02140676,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140676,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02140676,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02140676,Italy,NoInfo,12.83333,42.83333,1501,1600,approx,accurate,approx
02140676,Italy,NoInfo,12.83333,42.83333,1501,1600,approx,accurate,approx
02140676,Italy,NoInfo,12.83333,42.83333,1501,1600,approx,accurate,approx
02140676,Italy,Florence,11.24626,43.77925,1510,1537,accurate,accurate,accurate
02140676,Italy,Florence,11.24626,43.77925,1540,1599,accurate,accurate,accurate
02140676,Italy,Florence,11.24626,43.77925,1593,1647,accurate,accurate,accurate
02140676,Italy,Florence,11.24626,43.77925,1620,1620,accurate,accurate,accurate
02140676,France,Nancy,6.18496,48.68439,1740,1799,accurate,accurate,accurate
02140676,Germany,Ludwigsburg,9.19161,48.89731,1740,1799,accurate,NoInfo,NoInfo
02140676,Germany,Stuttgart,9.1775,48.77667,1740,2021,accurate,NoInfo,accurate
02142772,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02142772,NoInfo,NoInfo,11.24626,43.77925,1501,1600,NoInfo,accurate,approx
02142772,Italy,NoInfo,12.83333,42.83333,1668,1668,approx,accurate,accurate
02142772,Italy,Florence,11.24626,43.77925,1701,1800,accurate,accurate,approx
02142772,Japan,NoInfo,139.75309,35.68536,1701,1800,approx,accurate,approx
02142772,Brazil,Rio de Janeiro,-43.18223,-22.90642,1849,1923,accurate,accurate,accurate
02142772,Brazil,Rio de Janeiro,-43.18223,-22.90642,1928,2021,accurate,accurate,accurate
02001010,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02001010,United Kingdom,NoInfo,-2.69531,54.75844,1700,1800,approx,approx,approx
02001010,United Kingdom,London,-0.12574,51.50853,1790,1799,accurate,accurate,accurate
02001010,United Kingdom,London,-0.12574,51.50853,1799,2021,accurate,accurate,accurate
02142777,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02142777,Germany,Dresden,13.73832,51.05089,1556,1945,accurate,accurate,accurate
02142777,Russia,Moscow,37.61556,55.75222,1945,2021,accurate,accurate,accurate
00559810,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
00559810,Italy,NoInfo,12.83333,42.83333,1481,1700,approx,accurate,approx
00559810,United Kingdom,Kew,-0.28749,51.48165,1728,1805,accurate,accurate,accurate
00559810,United Kingdom,London,-0.12574,51.50853,1805,1835,accurate,accurate,accurate
00559810,United Kingdom,NoInfo,-2.69531,54.75844,1844,1910,approx,accurate,accurate
00559810,United Kingdom,Cambridge,0.11667,52.2,1910,2021,accurate,accurate,accurate
02140828,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140828,NoInfo,NoInfo,11.24626,43.77925,1481,1481,NoInfo,NoInfo,NoInfo
02140828,Germany,Dresden,13.73832,51.05089,1819,1886,accurate,accurate,accurate
02140828,Germany,Leipzig,12.37129,51.33962,1886,1945,accurate,accurate,accurate
02140828,Russia,Moscow,37.61556,55.75222,1945,2021,accurate,accurate,accurate
02140829,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140829,Russia,St Petersburg,30.31413,59.93863,1820,1869,accurate,accurate,accurate
02140829,Russia,Moscow,37.61556,55.75222,1869,1924,accurate,accurate,accurate
02140829,Russia,Moscow,37.61556,55.75222,1924,2021,accurate,accurate,accurate
02141491,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141491,Italy,NoInfo,12.83333,42.83333,1481,1500,approx,accurate,approx
02141491,Italy,Chiusa di Pesio,7.67431,44.32588,1650,1650,accurate,approx,approx
02141491,United Kingdom,London,-0.12574,51.50853,1841,1883,accurate,accurate,accurate
02141491,United States,Oakland,-122.2708,37.80437,1877,1948,accurate,accurate,accurate
02141491,United States,Oakland,-122.2708,37.80437,1948,2021,accurate,accurate,accurate
02142782,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02142782,United Kingdom,London,-0.12574,51.50853,1835,1845,accurate,accurate,accurate
02142782,United Kingdom,London,-0.12574,51.50853,1845,2021,accurate,accurate,accurate
02141147,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141147,Italy,Florence,11.24626,43.77925,1554,1571,accurate,accurate,accurate
02141147,United Kingdom,London,-0.12574,51.50853,1645,1645,accurate,accurate,accurate
02141147,United Kingdom,Cambridge,0.11667,52.2,1645,2021,accurate,NoInfo,accurate
02140991,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140991,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02140991,Italy,Naples,14.26811,40.85216,1481,1600,accurate,NoInfo,NoInfo
02140991,United Kingdom,NoInfo,-2.69531,54.75844,1781,1833,approx,accurate,accurate
02140991,France,Tours,0.70398,47.39484,1781,1972,accurate,NoInfo,accurate
02140991,France,Tours,0.70398,47.39484,1972,2021,accurate,accurate,accurate
02138497,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02138497,NoInfo,NoInfo,11.24626,43.77925,1501,1600,NoInfo,accurate,approx
02138497,Netherlands,Gemeente Den Haag,4.28635,52.06866,1824,1848,accurate,accurate,accurate
02138497,Netherlands,Gemeente Den Haag,4.28635,52.06866,1824,2021,accurate,NoInfo,accurate
02129250,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02129250,Italy,NoInfo,12.83333,42.83333,1481,1500,approx,accurate,approx
02129250,United Kingdom,NoInfo,-2.69531,54.75844,1800,1848,approx,approx,accurate
02129250,United Kingdom,London,-0.12574,51.50853,1849,1878,accurate,accurate,accurate
02129250,United Kingdom,Fosbury,-1.54255,51.32029,1878,1910,accurate,accurate,accurate
02129250,United Kingdom,London,-0.12574,51.50853,1912,1912,accurate,accurate,accurate
02129250,United Kingdom,London,-0.12574,51.50853,1912,1912,accurate,accurate,NoInfo
02129250,United States,San Marino,-118.10646,34.1214,1918,1927,accurate,accurate,accurate
02129250,United States,San Marino,-118.10646,34.1214,1927,2021,accurate,accurate,accurate
02141115,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141115,NoInfo,NoInfo,11.24626,43.77925,1481,1481,NoInfo,NoInfo,NoInfo
02141115,Ukraine,Lviv,24.02324,49.83826,1481,1853,accurate,NoInfo,accurate
02141115,Ukraine,Lviv,24.02324,49.83826,1853,1946,accurate,accurate,accurate
02141115,Poland,Wroclaw,17.03333,51.1,1946,2021,accurate,accurate,accurate
02013774,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02013774,NoInfo,NoInfo,11.24626,43.77925,1600,1800,NoInfo,approx,approx
02013774,NoInfo,NoInfo,11.24626,43.77925,1600,1700,NoInfo,approx,approx
02013774,NoInfo,NoInfo,11.24626,43.77925,1800,1900,NoInfo,approx,approx
02013774,NoInfo,NoInfo,11.24626,43.77925,1481,1600,NoInfo,accurate,approx
02013774,United Kingdom,London,-0.12574,51.50853,1800,1820,accurate,approx,accurate
02013774,United Kingdom,London,-0.12574,51.50853,1820,1853,accurate,accurate,accurate
02013774,United Kingdom,London,-0.12574,51.50853,1853,1882,accurate,accurate,accurate
02013774,United States,Latrobe,-79.37948,40.32118,1960,1999,accurate,accurate,accurate
02013774,United States,New York,-74.00597,40.71427,2000,2000,accurate,approx,approx
02013774,United Kingdom,London,-0.12574,51.50853,2015,2015,accurate,accurate,accurate
02013774,Greece,Athens,23.72784,37.98376,2015,2015,accurate,accurate,accurate
02013774,Greece,Athens,23.72784,37.98376,2015,2021,accurate,accurate,accurate
02016450,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02016450,Slovenia,Koper,13.72944,45.54694,1481,1488,accurate,accurate,accurate
02016450,Italy,NoInfo,12.83333,42.83333,1488,1525,approx,accurate,accurate
02016450,Italy,Florence,11.24626,43.77925,1545,1625,accurate,accurate,accurate
02016450,Italy,Venice,12.33265,45.43713,1690,1750,accurate,accurate,approx
02016450,Italy,Venice,12.33265,45.43713,1750,1810,accurate,approx,accurate
02016450,Italy,Venice,12.33265,45.43713,1810,2021,accurate,accurate,accurate
02128758,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02128758,Italy,Italy,12.83333,42.83333,1481,1500,accurate,accurate,approx
02128758,Italy,Italy,12.83333,42.83333,1650,1750,accurate,approx,approx
02128758,United States,New York,-74.00597,40.71427,1901,1907,accurate,accurate,accurate
02128758,United States,New York,-74.00597,40.71427,1907,1907,accurate,accurate,NoInfo
02128758,United States,Wellesley,-71.29256,42.29649,1907,2021,accurate,accurate,accurate
02140739,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140739,Italy,NoInfo,12.83333,42.83333,1601,1700,approx,accurate,approx
02140739,NoInfo,NoInfo,12.83333,42.83333,1801,1900,NoInfo,accurate,approx
02140739,Italy,Modena,10.92539,44.64783,1900,1970,accurate,approx,accurate
02140739,Italy,Modena,10.92539,44.64783,1970,2021,accurate,accurate,accurate
02141240,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141240,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02141240,NoInfo,NoInfo,12.83333,42.83333,1700,1800,NoInfo,approx,approx
02141240,United Kingdom,Glasgow,-4.25763,55.86515,1700,1848,accurate,NoInfo,accurate
02141240,United Kingdom,Glasgow,-4.25763,55.86515,1848,1848,accurate,accurate,NoInfo
02141240,United Kingdom,Glasgow,-4.25763,55.86515,1874,1848,accurate,accurate,NoInfo
02141240,United Kingdom,Glasgow,-4.25763,55.86515,1874,2021,accurate,accurate,accurate
02140723,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140723,Italy,NoInfo,12.83333,42.83333,1501,1700,approx,accurate,approx
02140723,Italy,Genoa,8.94439,44.40478,1852,1935,accurate,accurate,accurate
02140723,Italy,Genoa,8.94439,44.40478,1900,2021,accurate,approx,accurate
02140988,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140988,Italy,NoInfo,12.83333,42.83333,1481,1500,approx,accurate,approx
02140988,France,Marseille,5.38107,43.29695,1840,1886,accurate,accurate,accurate
02140988,France,Paris,2.3488,48.85341,1902,2021,accurate,accurate,accurate
02140750,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140750,Italy,Naples,14.26811,40.85216,1812,1815,accurate,accurate,accurate
02140750,Italy,Naples,14.26811,40.85216,1816,2021,accurate,accurate,accurate
02140752,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140752,Italy,NoInfo,12.83333,42.83333,1481,1800,approx,accurate,approx
02140752,Italy,Pisa,10.4036,43.70853,1481,1800,accurate,NoInfo,NoInfo
02140752,Italy,Pisa,10.4036,43.70853,1742,2021,accurate,accurate,accurate
02140760,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140760,Italy,Poppi,11.76642,43.72123,1745,1825,accurate,accurate,accurate
02140760,Italy,Poppi,11.76642,43.72123,1825,2021,accurate,accurate,accurate
02140687,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02140687,Italy,NoInfo,12.83333,42.83333,1481,1500,approx,accurate,approx
02140687,Italy,Bologna,11.43333,44.46667,1712,2021,accurate,accurate,accurate
02117472,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02117472,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02117472,Austria,Vienna,16.37169,48.2082,1807,2021,accurate,accurate,accurate
02141109,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141109,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02141109,Italy,Pavia,9.15917,45.19205,1754,1835,accurate,accurate,accurate
02141109,Italy,Pavia,9.15917,45.19205,1835,2021,accurate,accurate,accurate
02141099,Italy,Florence,11.24626,43.77925,1481,1481,accurate,accurate,accurate
02141099,Italy,NoInfo,12.83333,42.83333,1481,1600,approx,accurate,approx
02141099,Italy,Florence,11.24626,43.77925,1750,1791,accurate,approx,accurate
02141099,Italy,Florence,11.24626,43.77925,1791,1803,accurate,accurate,accurate
02141099,Italy,Verona,10.98444,45.4299,1791,1808,accurate,accurate,accurate
