Id,lat1,lat2,lon1,lon2,time1,time2,stay,area1,area2,place1,place2
02140632,41.89193,48.85341,12.51133,2.3488,1783,1788,5,Italy,France,Rome,Paris
02140632,48.85341,48.85341,2.3488,2.3488,1792,1792,0,France,France,Paris,Paris
02141738,43.77925,48.85341,11.24626,2.3488,1481,1481,0,Italy,France,Florence,Paris
02141738,48.85341,48.85341,2.3488,2.3488,1838,1838,0,France,France,Paris,Paris
02141738,48.85341,48.85341,2.3488,2.3488,1838,1838,0,France,France,Paris,Paris
02141737,43.77925,48.85341,11.24626,2.3488,1481,1481,0,Italy,France,Florence,Paris
02141737,48.85341,48.85341,2.3488,2.3488,1784,1784,0,France,France,Paris,Paris
02001008,43.77925,51.50853,11.24626,-0.12574,1481,1755,274,Italy,United Kingdom,Florence,London
02001008,51.50853,51.50853,-0.12574,-0.12574,1846,1847,1,United Kingdom,United Kingdom,London,London
02141599,43.77925,43.77925,11.24626,11.24626,1481,1501,20,Italy,NoInfo,Florence,NoInfo
02141599,43.77925,52.52437,11.24626,13.41053,1600,1800,200,NoInfo,Germany,NoInfo,Berlin
02141599,52.52437,52.52437,13.41053,13.41053,1846,1850,4,Germany,Germany,Berlin,Berlin
02141629,43.77925,43.77925,11.24626,11.24626,1481,1501,20,Italy,NoInfo,Florence,NoInfo
02141629,43.77925,52.52437,11.24626,13.41053,1600,1880,280,NoInfo,Germany,NoInfo,Berlin
02141629,52.52437,52.52437,13.41053,13.41053,1904,1906,2,Germany,Germany,Berlin,Berlin
02141643,43.77925,43.77925,11.24626,11.24626,1481,1833,352,Italy,NoInfo,Florence,NoInfo
02141643,43.77925,46.21672,11.24626,6.18041,1861,1951,90,NoInfo,Switzerland,NoInfo,Cologny
02140783,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02140783,42.83333,43.31822,12.83333,11.33064,1600,1758,158,Italy,Italy,NoInfo,Siena
02141600,43.77925,51.05089,11.24626,13.73832,1481,1853,372,Italy,Germany,Florence,Dresden
02141600,51.05089,51.05089,13.73832,13.73832,1865,1853,-12,Germany,Germany,Dresden,Dresden
02141601,43.77925,51.05089,11.24626,13.73832,1481,1481,0,Italy,Germany,Florence,Dresden
02140795,43.77925,42.83333,11.24626,12.83333,1481,1501,20,Italy,Italy,Florence,NoInfo
02140795,42.83333,45.53197,12.83333,12.18687,1700,1701,1,Italy,Italy,NoInfo,Trivignano
02140795,45.53197,45.66673,12.18687,12.2416,1800,1737,-63,Italy,Italy,Trivignano,Treviso
02140795,45.66673,45.66673,12.2416,12.2416,1810,1810,0,Italy,Italy,Treviso,Treviso
02140630,43.77925,45.4389,11.24626,12.33092,1481,1481,0,Italy,Italy,Florence,Venice
02140630,45.4389,45.4389,12.33092,12.33092,1519,1519,0,Italy,Italy,Venice,Venice
02140630,45.4389,48.85341,12.33092,2.3488,1547,1801,254,Italy,France,Venice,Paris
02141192,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141192,42.83333,42.83333,12.83333,12.83333,1500,1550,50,Italy,Italy,NoInfo,Italy
02141192,42.83333,42.35843,12.83333,-71.05977,1650,1939,289,Italy,United States,Italy,Boston
02141192,42.35843,42.3751,-71.05977,-71.10561,1939,1939,0,United States,United States,Boston,Cambridge
02141192,42.3751,42.3751,-71.10561,-71.10561,1943,1943,0,United States,United States,Cambridge,Cambridge
02141192,42.3751,42.35843,-71.10561,-71.05977,1943,1943,0,United States,United States,Cambridge,Boston
02140648,43.77925,43.77925,11.24626,11.24626,1481,1481,0,Italy,Italy,Florence,Florence
02140648,43.77925,43.77925,11.24626,11.24626,1501,1500,-1,Italy,NoInfo,Florence,NoInfo
02140648,43.77925,41.89193,11.24626,12.51133,1700,1717,17,NoInfo,Italy,NoInfo,Rome
02140648,41.89193,48.85341,12.51133,2.3488,1799,1717,-82,Italy,France,Rome,Paris
02141739,43.77925,43.29695,11.24626,5.38107,1481,1766,285,Italy,France,Florence,Marseille
02141739,43.29695,48.85341,5.38107,2.3488,1778,1781,3,France,France,Marseille,Paris
02141717,43.77925,48.20849,11.24626,16.37208,1481,1776,295,Italy,Austria,Florence,Vienna
02141004,43.77925,47.24878,11.24626,6.01815,1481,1753,272,Italy,France,Florence,Besançon
02141004,47.24878,47.24878,6.01815,6.01815,1826,1826,0,France,France,Besançon,Besançon
02144949,43.77925,42.83333,11.24626,12.83333,1481,1550,69,Italy,Italy,Florence,NoInfo
02144949,42.83333,46.0,12.83333,2.0,1650,1908,258,Italy,France,NoInfo,NoInfo
02144949,46.0,40.71427,2.0,-74.00597,1908,1908,0,France,United States,NoInfo,New York
02144949,40.71427,40.71427,-74.00597,-74.00597,1944,1922,-22,United States,United States,New York,New York
02141557,43.77925,43.77925,11.24626,11.24626,1481,1695,214,Italy,Italy,Florence,Florence
02141557,43.77925,43.77925,11.24626,11.24626,1758,1749,-9,Italy,Italy,Florence,Florence
02141557,43.77925,43.77925,11.24626,11.24626,1803,1801,-2,Italy,NoInfo,Florence,NoInfo
02141557,43.77925,52.0389,11.24626,0.73117,1900,1825,-75,NoInfo,United Kingdom,NoInfo,Sudbury
02141557,52.0389,51.50853,0.73117,-0.12574,1866,1866,0,United Kingdom,United Kingdom,Sudbury,London
02141557,51.50853,51.47411,-0.12574,-0.91212,1919,1875,-44,United Kingdom,United Kingdom,London,Sonning
02141557,51.47411,41.56232,-0.91212,-72.65065,1937,1875,-62,United Kingdom,United States,Sonning,Middletown
02144952,43.77925,48.85341,11.24626,2.3488,1481,1844,363,Italy,France,Florence,Paris
02144952,48.85341,41.89193,2.3488,12.51133,1884,2007,123,France,Italy,Paris,Rome
02144952,41.89193,45.46427,12.51133,9.18951,1884,2007,123,Italy,Italy,Rome,Milan
02141558,43.77925,41.30815,11.24626,-72.92816,1481,1963,482,Italy,United States,Florence,New Haven
02141439,43.77925,42.44063,11.24626,-76.49661,1481,1865,384,Italy,United States,Florence,Ithaca
02141267,43.77925,34.09668,11.24626,-117.71978,1481,1927,446,Italy,United States,Florence,Claremont
02141440,43.77925,39.16533,11.24626,-86.52639,1481,1960,479,Italy,United States,Florence,Bloomington
02001009,43.77925,42.83333,11.24626,12.83333,1481,1475,-6,Italy,Italy,Florence,NoInfo
02001009,42.83333,42.83333,12.83333,12.83333,1525,1750,225,Italy,Italy,NoInfo,NoInfo
02001009,42.83333,51.50853,12.83333,-0.12574,1825,1842,17,Italy,United Kingdom,NoInfo,London
02140856,43.77925,43.77925,11.24626,11.24626,1481,1550,69,Italy,Italy,Florence,Florence
02140856,43.77925,51.50853,11.24626,-0.12574,1605,1650,45,Italy,United Kingdom,Florence,London
02140856,51.50853,51.50853,-0.12574,-0.12574,1757,1757,0,United Kingdom,United Kingdom,London,London
02140784,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02140784,42.83333,43.77925,12.83333,11.24626,1500,1614,114,Italy,Italy,NoInfo,Florence
02140784,43.77925,43.31822,11.24626,11.33064,1500,1758,258,Italy,Italy,Florence,Siena
02142781,43.77925,43.77925,11.24626,11.24626,1481,1812,331,Italy,Italy,Florence,Florence
02142781,43.77925,51.05089,11.24626,13.73832,1829,1840,11,Italy,Germany,Florence,Dresden
02142781,51.05089,51.05089,13.73832,13.73832,1920,1920,0,Germany,Germany,Dresden,Dresden
02142781,51.05089,51.05089,13.73832,13.73832,1938,1938,0,Germany,Germany,Dresden,Dresden
02142781,51.05089,55.75222,13.73832,37.61556,1945,1945,0,Germany,Russia,Dresden,Moscow
02141086,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141086,42.83333,42.83333,12.83333,12.83333,1600,1481,-119,Italy,Italy,NoInfo,NoInfo
02141086,42.83333,42.83333,12.83333,12.83333,1600,1601,1,Italy,Italy,NoInfo,NoInfo
02141086,42.83333,48.13743,12.83333,11.57549,1700,1800,100,Italy,Germany,NoInfo,Munich
02141086,48.13743,45.44694,11.57549,8.62118,1830,1800,-30,Germany,Italy,Munich,Novara
02141086,45.44694,45.44694,8.62118,8.62118,1896,1896,0,Italy,Italy,Novara,Novara
02141148,43.77925,48.69096,11.24626,9.14062,1481,1501,20,Italy,NoInfo,Florence,Europe
02141148,48.69096,35.68536,9.14062,139.75309,1600,1701,101,NoInfo,Japan,Europe,NoInfo
02141148,35.68536,35.68536,139.75309,139.75309,1800,1701,-99,Japan,Japan,NoInfo,NoInfo
02141148,35.68536,53.22662,139.75309,-1.62576,1800,1811,11,Japan,United Kingdom,NoInfo,Edensor
02141148,53.22662,53.21667,-1.62576,-1.6,1844,1844,0,United Kingdom,United Kingdom,Edensor,Chatsworth House
02141598,43.77925,48.13743,11.24626,11.57549,1481,1481,0,Italy,Germany,Florence,Munich
02141603,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141603,42.83333,35.68536,12.83333,139.75309,1600,1701,101,Italy,Japan,NoInfo,NoInfo
02141603,35.68536,35.68536,139.75309,139.75309,1800,1950,150,Japan,NoInfo,NoInfo,NoInfo
02141603,35.68536,45.07049,139.75309,7.68682,1980,1950,-30,NoInfo,Italy,NoInfo,Turin
02141603,45.07049,46.20222,7.68682,6.14569,2013,2013,0,Italy,Switzerland,Turin,Geneva
02141143,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141143,42.83333,54.75844,12.83333,-2.69531,1500,1813,313,Italy,United Kingdom,NoInfo,NoInfo
02141143,54.75844,51.50853,-2.69531,-0.12574,1857,1857,0,United Kingdom,United Kingdom,NoInfo,London
02141143,51.50853,51.50853,-0.12574,-0.12574,1857,1860,3,United Kingdom,United Kingdom,London,London
02141143,51.50853,51.50853,-0.12574,-0.12574,1860,1862,2,United Kingdom,United Kingdom,London,London
02141143,51.50853,50.16782,-0.12574,-5.32303,1862,1862,0,United Kingdom,United Kingdom,London,Crowan
02141143,50.16782,52.2,-5.32303,0.11667,1863,1863,0,United Kingdom,United Kingdom,Crowan,Cambridge
02140676,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02140676,42.83333,42.83333,12.83333,12.83333,1600,1481,-119,Italy,Italy,NoInfo,NoInfo
02140676,42.83333,42.83333,12.83333,12.83333,1600,1501,-99,Italy,Italy,NoInfo,NoInfo
02140676,42.83333,42.83333,12.83333,12.83333,1600,1501,-99,Italy,Italy,NoInfo,NoInfo
02140676,42.83333,42.83333,12.83333,12.83333,1600,1501,-99,Italy,Italy,NoInfo,NoInfo
02140676,42.83333,43.77925,12.83333,11.24626,1600,1510,-90,Italy,Italy,NoInfo,Florence
02140676,43.77925,43.77925,11.24626,11.24626,1537,1540,3,Italy,Italy,Florence,Florence
02140676,43.77925,43.77925,11.24626,11.24626,1599,1593,-6,Italy,Italy,Florence,Florence
02140676,43.77925,43.77925,11.24626,11.24626,1647,1620,-27,Italy,Italy,Florence,Florence
02140676,43.77925,48.68439,11.24626,6.18496,1620,1740,120,Italy,France,Florence,Nancy
02140676,48.68439,48.89731,6.18496,9.19161,1799,1740,-59,France,Germany,Nancy,Ludwigsburg
02140676,48.89731,48.77667,9.19161,9.1775,1799,1740,-59,Germany,Germany,Ludwigsburg,Stuttgart
02142772,43.77925,43.77925,11.24626,11.24626,1481,1501,20,Italy,NoInfo,Florence,NoInfo
02142772,43.77925,42.83333,11.24626,12.83333,1600,1668,68,NoInfo,Italy,NoInfo,NoInfo
02142772,42.83333,43.77925,12.83333,11.24626,1668,1701,33,Italy,Italy,NoInfo,Florence
02142772,43.77925,35.68536,11.24626,139.75309,1800,1701,-99,Italy,Japan,Florence,NoInfo
02142772,35.68536,-22.90642,139.75309,-43.18223,1800,1849,49,Japan,Brazil,NoInfo,Rio de Janeiro
02142772,-22.90642,-22.90642,-43.18223,-43.18223,1923,1928,5,Brazil,Brazil,Rio de Janeiro,Rio de Janeiro
02001010,43.77925,54.75844,11.24626,-2.69531,1481,1700,219,Italy,United Kingdom,Florence,NoInfo
02001010,54.75844,51.50853,-2.69531,-0.12574,1800,1790,-10,United Kingdom,United Kingdom,NoInfo,London
02001010,51.50853,51.50853,-0.12574,-0.12574,1799,1799,0,United Kingdom,United Kingdom,London,London
02142777,43.77925,51.05089,11.24626,13.73832,1481,1556,75,Italy,Germany,Florence,Dresden
02142777,51.05089,55.75222,13.73832,37.61556,1945,1945,0,Germany,Russia,Dresden,Moscow
00559810,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
00559810,42.83333,51.48165,12.83333,-0.28749,1700,1728,28,Italy,United Kingdom,NoInfo,Kew
00559810,51.48165,51.50853,-0.28749,-0.12574,1805,1805,0,United Kingdom,United Kingdom,Kew,London
00559810,51.50853,54.75844,-0.12574,-2.69531,1835,1844,9,United Kingdom,United Kingdom,London,NoInfo
00559810,54.75844,52.2,-2.69531,0.11667,1910,1910,0,United Kingdom,United Kingdom,NoInfo,Cambridge
02140828,43.77925,43.77925,11.24626,11.24626,1481,1481,0,Italy,NoInfo,Florence,NoInfo
02140828,43.77925,51.05089,11.24626,13.73832,1481,1819,338,NoInfo,Germany,NoInfo,Dresden
02140828,51.05089,51.33962,13.73832,12.37129,1886,1886,0,Germany,Germany,Dresden,Leipzig
02140828,51.33962,55.75222,12.37129,37.61556,1945,1945,0,Germany,Russia,Leipzig,Moscow
02140829,43.77925,59.93863,11.24626,30.31413,1481,1820,339,Italy,Russia,Florence,St Petersburg
02140829,59.93863,55.75222,30.31413,37.61556,1869,1869,0,Russia,Russia,St Petersburg,Moscow
02140829,55.75222,55.75222,37.61556,37.61556,1924,1924,0,Russia,Russia,Moscow,Moscow
02141491,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141491,42.83333,44.32588,12.83333,7.67431,1500,1650,150,Italy,Italy,NoInfo,Chiusa di Pesio
02141491,44.32588,51.50853,7.67431,-0.12574,1650,1841,191,Italy,United Kingdom,Chiusa di Pesio,London
02141491,51.50853,37.80437,-0.12574,-122.2708,1883,1877,-6,United Kingdom,United States,London,Oakland
02141491,37.80437,37.80437,-122.2708,-122.2708,1948,1948,0,United States,United States,Oakland,Oakland
02142782,43.77925,51.50853,11.24626,-0.12574,1481,1835,354,Italy,United Kingdom,Florence,London
02142782,51.50853,51.50853,-0.12574,-0.12574,1845,1845,0,United Kingdom,United Kingdom,London,London
02141147,43.77925,43.77925,11.24626,11.24626,1481,1554,73,Italy,Italy,Florence,Florence
02141147,43.77925,51.50853,11.24626,-0.12574,1571,1645,74,Italy,United Kingdom,Florence,London
02141147,51.50853,52.2,-0.12574,0.11667,1645,1645,0,United Kingdom,United Kingdom,London,Cambridge
02140991,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02140991,42.83333,40.85216,12.83333,14.26811,1600,1481,-119,Italy,Italy,NoInfo,Naples
02140991,40.85216,54.75844,14.26811,-2.69531,1600,1781,181,Italy,United Kingdom,Naples,NoInfo
02140991,54.75844,47.39484,-2.69531,0.70398,1833,1781,-52,United Kingdom,France,NoInfo,Tours
02140991,47.39484,47.39484,0.70398,0.70398,1972,1972,0,France,France,Tours,Tours
02138497,43.77925,43.77925,11.24626,11.24626,1481,1501,20,Italy,NoInfo,Florence,NoInfo
02138497,43.77925,52.06866,11.24626,4.28635,1600,1824,224,NoInfo,Netherlands,NoInfo,Gemeente Den Haag
02138497,52.06866,52.06866,4.28635,4.28635,1848,1824,-24,Netherlands,Netherlands,Gemeente Den Haag,Gemeente Den Haag
02129250,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02129250,42.83333,54.75844,12.83333,-2.69531,1500,1800,300,Italy,United Kingdom,NoInfo,NoInfo
02129250,54.75844,51.50853,-2.69531,-0.12574,1848,1849,1,United Kingdom,United Kingdom,NoInfo,London
02129250,51.50853,51.32029,-0.12574,-1.54255,1878,1878,0,United Kingdom,United Kingdom,London,Fosbury
02129250,51.32029,51.50853,-1.54255,-0.12574,1910,1912,2,United Kingdom,United Kingdom,Fosbury,London
02129250,51.50853,51.50853,-0.12574,-0.12574,1912,1912,0,United Kingdom,United Kingdom,London,London
02129250,51.50853,34.1214,-0.12574,-118.10646,1912,1918,6,United Kingdom,United States,London,San Marino
02129250,34.1214,34.1214,-118.10646,-118.10646,1927,1927,0,United States,United States,San Marino,San Marino
02141115,43.77925,43.77925,11.24626,11.24626,1481,1481,0,Italy,NoInfo,Florence,NoInfo
02141115,43.77925,49.83826,11.24626,24.02324,1481,1481,0,NoInfo,Ukraine,NoInfo,Lviv
02141115,49.83826,49.83826,24.02324,24.02324,1853,1853,0,Ukraine,Ukraine,Lviv,Lviv
02141115,49.83826,51.1,24.02324,17.03333,1946,1946,0,Ukraine,Poland,Lviv,Wroclaw
02013774,43.77925,43.77925,11.24626,11.24626,1481,1600,119,Italy,NoInfo,Florence,NoInfo
02013774,43.77925,43.77925,11.24626,11.24626,1800,1600,-200,NoInfo,NoInfo,NoInfo,NoInfo
02013774,43.77925,43.77925,11.24626,11.24626,1700,1800,100,NoInfo,NoInfo,NoInfo,NoInfo
02013774,43.77925,43.77925,11.24626,11.24626,1900,1481,-419,NoInfo,NoInfo,NoInfo,NoInfo
02013774,43.77925,51.50853,11.24626,-0.12574,1600,1800,200,NoInfo,United Kingdom,NoInfo,London
02013774,51.50853,51.50853,-0.12574,-0.12574,1820,1820,0,United Kingdom,United Kingdom,London,London
02013774,51.50853,51.50853,-0.12574,-0.12574,1853,1853,0,United Kingdom,United Kingdom,London,London
02013774,51.50853,40.32118,-0.12574,-79.37948,1882,1960,78,United Kingdom,United States,London,Latrobe
02013774,40.32118,40.71427,-79.37948,-74.00597,1999,2000,1,United States,United States,Latrobe,New York
02013774,40.71427,51.50853,-74.00597,-0.12574,2000,2015,15,United States,United Kingdom,New York,London
02013774,51.50853,37.98376,-0.12574,23.72784,2015,2015,0,United Kingdom,Greece,London,Athens
02013774,37.98376,37.98376,23.72784,23.72784,2015,2015,0,Greece,Greece,Athens,Athens
02016450,43.77925,45.54694,11.24626,13.72944,1481,1481,0,Italy,Slovenia,Florence,Koper
02016450,45.54694,42.83333,13.72944,12.83333,1488,1488,0,Slovenia,Italy,Koper,NoInfo
02016450,42.83333,43.77925,12.83333,11.24626,1525,1545,20,Italy,Italy,NoInfo,Florence
02016450,43.77925,45.43713,11.24626,12.33265,1625,1690,65,Italy,Italy,Florence,Venice
02016450,45.43713,45.43713,12.33265,12.33265,1750,1750,0,Italy,Italy,Venice,Venice
02016450,45.43713,45.43713,12.33265,12.33265,1810,1810,0,Italy,Italy,Venice,Venice
02128758,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,Italy
02128758,42.83333,42.83333,12.83333,12.83333,1500,1650,150,Italy,Italy,Italy,Italy
02128758,42.83333,40.71427,12.83333,-74.00597,1750,1901,151,Italy,United States,Italy,New York
02128758,40.71427,40.71427,-74.00597,-74.00597,1907,1907,0,United States,United States,New York,New York
02128758,40.71427,42.29649,-74.00597,-71.29256,1907,1907,0,United States,United States,New York,Wellesley
02140739,43.77925,42.83333,11.24626,12.83333,1481,1601,120,Italy,Italy,Florence,NoInfo
02140739,42.83333,42.83333,12.83333,12.83333,1700,1801,101,Italy,NoInfo,NoInfo,NoInfo
02140739,42.83333,44.64783,12.83333,10.92539,1900,1900,0,NoInfo,Italy,NoInfo,Modena
02140739,44.64783,44.64783,10.92539,10.92539,1970,1970,0,Italy,Italy,Modena,Modena
02141240,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141240,42.83333,42.83333,12.83333,12.83333,1600,1700,100,Italy,NoInfo,NoInfo,NoInfo
02141240,42.83333,55.86515,12.83333,-4.25763,1800,1700,-100,NoInfo,United Kingdom,NoInfo,Glasgow
02141240,55.86515,55.86515,-4.25763,-4.25763,1848,1848,0,United Kingdom,United Kingdom,Glasgow,Glasgow
02141240,55.86515,55.86515,-4.25763,-4.25763,1848,1874,26,United Kingdom,United Kingdom,Glasgow,Glasgow
02141240,55.86515,55.86515,-4.25763,-4.25763,1848,1874,26,United Kingdom,United Kingdom,Glasgow,Glasgow
02140723,43.77925,42.83333,11.24626,12.83333,1481,1501,20,Italy,Italy,Florence,NoInfo
02140723,42.83333,44.40478,12.83333,8.94439,1700,1852,152,Italy,Italy,NoInfo,Genoa
02140723,44.40478,44.40478,8.94439,8.94439,1935,1900,-35,Italy,Italy,Genoa,Genoa
02140988,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02140988,42.83333,43.29695,12.83333,5.38107,1500,1840,340,Italy,France,NoInfo,Marseille
02140988,43.29695,48.85341,5.38107,2.3488,1886,1902,16,France,France,Marseille,Paris
02140750,43.77925,40.85216,11.24626,14.26811,1481,1812,331,Italy,Italy,Florence,Naples
02140750,40.85216,40.85216,14.26811,14.26811,1815,1816,1,Italy,Italy,Naples,Naples
02140752,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02140752,42.83333,43.70853,12.83333,10.4036,1800,1481,-319,Italy,Italy,NoInfo,Pisa
02140752,43.70853,43.70853,10.4036,10.4036,1800,1742,-58,Italy,Italy,Pisa,Pisa
02140760,43.77925,43.72123,11.24626,11.76642,1481,1745,264,Italy,Italy,Florence,Poppi
02140760,43.72123,43.72123,11.76642,11.76642,1825,1825,0,Italy,Italy,Poppi,Poppi
02140687,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02140687,42.83333,44.46667,12.83333,11.43333,1500,1712,212,Italy,Italy,NoInfo,Bologna
02117472,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02117472,42.83333,48.2082,12.83333,16.37169,1600,1807,207,Italy,Austria,NoInfo,Vienna
02141109,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141109,42.83333,45.19205,12.83333,9.15917,1600,1754,154,Italy,Italy,NoInfo,Pavia
02141109,45.19205,45.19205,9.15917,9.15917,1835,1835,0,Italy,Italy,Pavia,Pavia
02141099,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141099,42.83333,43.77925,12.83333,11.24626,1600,1750,150,Italy,Italy,NoInfo,Florence
02141099,43.77925,43.77925,11.24626,11.24626,1791,1791,0,Italy,Italy,Florence,Florence
02141099,43.77925,45.4299,11.24626,10.98444,1803,1791,-12,Italy,Italy,Florence,Verona
02141099,45.4299,45.4299,10.98444,10.98444,1808,1821,13,Italy,Italy,Verona,Verona
02141102,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
02141102,42.83333,42.83333,12.83333,12.83333,1500,1501,1,Italy,NoInfo,NoInfo,NoInfo
02141102,42.83333,56.59766,12.83333,24.20763,1600,1834,234,NoInfo,Latvia,NoInfo,Iecava
02141102,56.59766,56.946,24.20763,24.10589,1908,1919,11,Latvia,Latvia,Iecava,Riga
02141016,43.77925,42.83333,11.24626,12.83333,1481,1481,0,Italy,Italy,Florence,NoInfo
