Id,prov_ij,startCoor,endCoor,startCentury,endCentury,startCountry,endCountry
2130036,1,"[43.77925, 11.246260000000001]","[47.36667, 8.55]",15,15,Italy,Switzerland
2011876,1,"[43.77925, 11.246260000000001]","[45.4389, 12.330919999999999]",15,15,Italy,Italy
2011876,2,"[45.4389, 12.330919999999999]","[45.4389, 12.330919999999999]",18,18,Italy,Italy
2011876,3,"[45.4389, 12.330919999999999]","[48.85341, 2.3488]",18,18,Italy,France
2013851,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2013851,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,18,Italy,NoInfo
2013851,3,"[42.83333, 12.83333]","[51.7311, 0.6746300000000001]",19,20,NoInfo,United Kingdom
2013851,4,"[51.7311, 0.6746300000000001]","[51.50853, -0.12574000000000002]",20,20,United Kingdom,United Kingdom
2013851,5,"[51.50853, -0.12574000000000002]","[37.98376, 23.72784]",21,21,United Kingdom,Greece
2013851,6,"[37.98376, 23.72784]","[37.98376, 23.72784]",21,21,Greece,Greece
2141340,1,"[43.77925, 11.246260000000001]","[44.40478, 8.94439]",15,18,Italy,Italy
2140781,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140781,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,17,Italy,Italy
2140781,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",18,18,Italy,NoInfo
2140781,4,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",18,18,NoInfo,Italy
2141376,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,19,Italy,Italy
2141376,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",20,20,Italy,Italy
2141406,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141406,2,"[42.83333, 12.83333]","[50.85045, 4.3487800000000005]",17,19,Italy,Belgium
2141406,3,"[50.85045, 4.3487800000000005]","[44.29546, 9.99271]",19,20,Belgium,Italy
2019494,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,NoInfo
2019494,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,16,NoInfo,NoInfo
2019494,3,"[43.77925, 11.246260000000001]","[45.46427, 9.18951]",16,18,NoInfo,Italy
2141444,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2141444,2,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141444,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2141444,4,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,Italy
2141444,5,"[42.83333, 12.83333]","[38.13205, 13.33561]",16,18,Italy,Italy
2141466,1,"[43.77925, 11.246260000000001]","[42.3751, -71.10561]",15,20,Italy,United States
2141466,2,"[42.3751, -71.10561]","[42.3751, -71.10561]",20,20,United States,United States
2013814,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2013814,2,"[42.83333, 12.83333]","[52.37924, 0.78599]",15,18,Italy,United Kingdom
2013814,3,"[52.37924, 0.78599]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2013814,4,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2013814,5,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2013814,6,"[51.50853, -0.12574000000000002]","[57.1718, -2.40945]",19,19,United Kingdom,United Kingdom
2013814,7,"[57.1718, -2.40945]","[42.35843, -71.05977]",19,19,United Kingdom,United States
2013814,8,"[42.35843, -71.05977]","[42.35843, -71.05977]",20,20,United States,United States
2141160,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141160,2,"[42.83333, 12.83333]","[52.28107, -1.00095]",15,18,Italy,United Kingdom
2141160,3,"[52.28107, -1.00095]","[51.50853, -0.12574000000000002]",15,18,United Kingdom,United Kingdom
2141160,4,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2141160,5,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2141529,1,"[43.77925, 11.246260000000001]","[50.04937, 10.22175]",15,20,Italy,Germany
2141529,2,"[50.04937, 10.22175]","[40.71427, -74.00596999999999]",20,20,Germany,United States
2140753,1,"[43.77925, 11.246260000000001]","[43.79359, 11.820310000000001]",15,19,Italy,Italy
2140753,2,"[43.79359, 11.820310000000001]","[43.72123, 11.76642]",19,19,Italy,Italy
2140643,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140643,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,Italy
2140643,3,"[42.83333, 12.83333]","[40.42435, 15.07981]",15,15,Italy,Italy
2140643,4,"[40.42435, 15.07981]","[41.90225, 12.4533]",16,16,Italy,Vatican City
2140643,5,"[41.90225, 12.4533]","[48.85341, 2.3488]",16,18,Vatican City,France
2140635,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140635,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,Italy
2140635,3,"[42.83333, 12.83333]","[36.435559999999995, 28.22199]",15,15,Italy,Greece
2140635,4,"[36.435559999999995, 28.22199]","[48.85341, 2.3488]",16,18,Greece,France
2140761,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140761,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2140761,3,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",16,15,Italy,Italy
2140633,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140633,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,Italy
2140633,3,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,17,Italy,Italy
2140633,4,"[43.77925, 11.246260000000001]","[48.85341, 2.3488]",18,19,Italy,France
2140985,1,"[43.77925, 11.246260000000001]","[48.69096, 9.14062]",15,15,Italy,NoInfo
2140985,2,"[48.69096, 9.14062]","[48.69096, 9.14062]",16,17,NoInfo,NoInfo
2140985,3,"[48.69096, 9.14062]","[48.85341, 2.3488]",18,19,NoInfo,France
2140985,4,"[48.85341, 2.3488]","[48.85341, 2.3488]",20,20,France,France
2140771,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140771,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2140771,3,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,16,Italy,Italy
2140771,4,"[43.77925, 11.246260000000001]","[41.89193, 12.511330000000001]",16,18,Italy,Italy
2140771,5,"[41.89193, 12.511330000000001]","[41.89193, 12.511330000000001]",19,19,Italy,Italy
2141568,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141568,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,Italy
2141568,3,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,15,Italy,Italy
2141568,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,18,Italy,Italy
2141568,5,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141568,6,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141568,7,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",20,20,Italy,Italy
2141271,1,"[43.77925, 11.246260000000001]","[45.46427, 9.18951]",15,15,Italy,Italy
2141271,2,"[45.46427, 9.18951]","[34.05223, -118.24368]",16,20,Italy,United States
2141268,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141268,2,"[42.83333, 12.83333]","[40.71427, -74.00596999999999]",16,20,Italy,United States
2141268,3,"[40.71427, -74.00596999999999]","[42.71202, -73.20371999999999]",20,20,United States,United States
2141017,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,17,Italy,Italy
2141017,2,"[42.83333, 12.83333]","[43.544270000000004, 10.32615]",18,18,Italy,Italy
2141017,3,"[43.544270000000004, 10.32615]","[43.77925, 11.246260000000001]",18,18,Italy,Italy
2141017,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141530,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141530,2,"[42.83333, 12.83333]","[45.437129999999996, 12.33265]",15,15,Italy,Italy
2141530,3,"[45.437129999999996, 12.33265]","[45.437129999999996, 12.33265]",19,19,Italy,Italy
2141555,1,"[43.77925, 11.246260000000001]","[35.685359999999996, 139.75309]",15,16,Italy,Japan
2141555,2,"[35.685359999999996, 139.75309]","[-14.60485, -57.65625]",16,19,Japan,United States
2141555,3,"[-14.60485, -57.65625]","[40.11059, -88.20727]",20,20,United States,United States
2140612,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140612,2,"[42.83333, 12.83333]","[50.85045, 4.3487800000000005]",16,15,Italy,Belgium
2140613,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140613,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,NoInfo
2140613,3,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",17,16,NoInfo,Italy
2140613,4,"[41.89193, 12.511330000000001]","[40.91149, -73.78235]",17,20,Italy,United States
2140613,5,"[40.91149, -73.78235]","[50.85045, 4.3487800000000005]",20,20,United States,Belgium
2141605,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141605,2,"[42.83333, 12.83333]","[59.93863, 30.31413]",16,18,Italy,Russia
2141250,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2141250,2,"[43.77925, 11.246260000000001]","[43.4738, 11.02975]",16,16,Italy,Italy
2141250,3,"[43.4738, 11.02975]","[51.50853, -0.12574000000000002]",16,18,Italy,United Kingdom
2141250,4,"[51.50853, -0.12574000000000002]","[52.373020000000004, 4.89856]",19,20,United Kingdom,Netherlands
2007303,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2007303,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,16,Italy,Italy
2007303,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,16,Italy,Italy
2007303,4,"[42.83333, 12.83333]","[45.46416, 9.191989999999999]",17,19,Italy,Italy
2007303,5,"[45.46416, 9.191989999999999]","[45.46416, 9.191989999999999]",17,19,Italy,Italy
2007303,6,"[45.46416, 9.191989999999999]","[45.46416, 9.191989999999999]",17,20,Italy,Italy
2007303,7,"[45.46416, 9.191989999999999]","[42.83333, 12.83333]",17,20,Italy,Italy
2141203,1,"[43.77925, 11.246260000000001]","[41.82399, -71.41283]",15,20,Italy,United States
2141203,2,"[41.82399, -71.41283]","[41.82399, -71.41283]",20,20,United States,United States
2140668,1,"[43.77925, 11.246260000000001]","[53.55073, 9.99302]",15,15,Italy,Germany
2140701,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2140701,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,18,Italy,Italy
2140701,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141556,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,19,Italy,Italy
2141556,2,"[43.77925, 11.246260000000001]","[43.3085, 13.310360000000001]",19,19,Italy,Italy
2141556,3,"[43.3085, 13.310360000000001]","[41.7031, -86.23917]",20,20,Italy,United States
2140623,1,"[43.77925, 11.246260000000001]","[48.69096, 9.14062]",15,15,Italy,NoInfo
2140623,2,"[48.69096, 9.14062]","[42.83333, 12.83333]",15,17,NoInfo,Italy
2140623,3,"[42.83333, 12.83333]","[44.05507, 5.0481300000000005]",17,17,Italy,France
2140623,4,"[44.05507, 5.0481300000000005]","[44.05507, 5.0481300000000005]",18,18,France,France
2141180,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,19,Italy,NoInfo
2141180,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",20,19,NoInfo,NoInfo
2141180,3,"[43.77925, 11.246260000000001]","[54.75844, -2.6953099999999997]",20,19,NoInfo,United Kingdom
2141180,4,"[54.75844, -2.6953099999999997]","[51.50853, -0.12574000000000002]",20,20,United Kingdom,United Kingdom
2141614,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141614,2,"[42.83333, 12.83333]","[42.26259, -71.80229]",16,19,Italy,United States
2141614,3,"[42.26259, -71.80229]","[42.25842, -72.57453000000001]",20,19,United States,United States
2141614,4,"[42.25842, -72.57453000000001]","[42.25842, -72.57453000000001]",20,20,United States,United States
2141350,1,"[43.77925, 11.246260000000001]","[54.75844, -2.6953099999999997]",15,18,Italy,United Kingdom
2141350,2,"[54.75844, -2.6953099999999997]","[51.85, -1.36667]",18,18,United Kingdom,United Kingdom
2141350,3,"[51.85, -1.36667]","[52.2, 0.11667000000000001]",19,19,United Kingdom,United Kingdom
2140616,1,"[43.77925, 11.246260000000001]","[55.675940000000004, 12.56553]",15,18,Italy,Denmark
2140616,2,"[55.675940000000004, 12.56553]","[55.675940000000004, 12.56553]",18,18,Denmark,Denmark
2141622,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141622,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",15,19,Italy,Italy
2141622,3,"[43.77925, 11.246260000000001]","[39.29038, -76.61219]",20,20,Italy,United States
2141622,4,"[39.29038, -76.61219]","[39.29038, -76.61219]",20,20,United States,United States
2141620,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,19,Italy,Italy
2141620,2,"[43.77925, 11.246260000000001]","[39.29038, -76.61219]",20,20,Italy,United States
2141620,3,"[39.29038, -76.61219]","[39.29038, -76.61219]",20,20,United States,United States
2141625,1,"[43.77925, 11.246260000000001]","[40.85216, 14.26811]",15,18,Italy,Italy
2141627,1,"[43.77925, 11.246260000000001]","[48.69096, 9.14062]",15,15,Italy,NoInfo
2141627,2,"[48.69096, 9.14062]","[48.69096, 9.14062]",16,17,NoInfo,NoInfo
2141627,3,"[48.69096, 9.14062]","[48.13743, 11.57549]",17,19,NoInfo,Germany
2141627,4,"[48.13743, 11.57549]","[41.90268, 12.454139999999999]",20,20,Germany,Vatican City
2141433,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141433,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,Italy
2141433,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,NoInfo
2141433,4,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",16,16,NoInfo,Italy
2141433,5,"[41.89193, 12.511330000000001]","[41.90225, 12.4533]",20,20,Italy,Vatican City
2141428,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141428,2,"[42.83333, 12.83333]","[41.90268, 12.454139999999999]",16,19,Italy,Vatican City
2141428,3,"[41.90268, 12.454139999999999]","[41.90225, 12.4533]",20,19,Vatican City,Vatican City
2140745,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140745,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,19,Italy,NoInfo
2140745,3,"[42.83333, 12.83333]","[40.85216, 14.26811]",19,19,NoInfo,Italy
2141554,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141554,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2141554,3,"[43.77925, 11.246260000000001]","[52.86195, -3.05497]",16,19,Italy,United Kingdom
2141554,4,"[52.86195, -3.05497]","[40.34872, -74.65905]",19,19,United Kingdom,United States
2141554,5,"[40.34872, -74.65905]","[40.34872, -74.65905]",20,20,United States,United States
2141630,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,NoInfo
2141630,2,"[43.77925, 11.246260000000001]","[43.91452, -69.96533000000001]",16,19,NoInfo,United States
2141630,3,"[43.91452, -69.96533000000001]","[43.91452, -69.96533000000001]",20,20,United States,United States
2140711,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140711,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,19,Italy,Italy
2140711,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141037,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141037,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",15,19,Italy,Italy
2141037,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141037,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",20,20,Italy,Italy
2126770,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,NoInfo
2126770,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,NoInfo,NoInfo
2126770,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,NoInfo,NoInfo
2126770,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,NoInfo,NoInfo
2126770,5,"[43.77925, 11.246260000000001]","[51.50853, -0.12574000000000002]",16,18,NoInfo,United Kingdom
2126770,6,"[51.50853, -0.12574000000000002]","[52.07689, -1.24167]",18,18,United Kingdom,United Kingdom
2126770,7,"[52.07689, -1.24167]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2126770,8,"[51.50853, -0.12574000000000002]","[52.07689, -1.24167]",19,19,United Kingdom,United Kingdom
2126770,9,"[52.07689, -1.24167]","[52.07689, -1.24167]",19,19,United Kingdom,United Kingdom
2126770,10,"[52.07689, -1.24167]","[40.71427, -74.00596999999999]",19,19,United Kingdom,United States
2126770,11,"[40.71427, -74.00596999999999]","[42.83333, 12.83333]",19,19,United States,Italy
2126770,12,"[42.83333, 12.83333]","[42.83333, 12.83333]",20,20,Italy,Italy
2126770,13,"[42.83333, 12.83333]","[44.41344, 12.201210000000001]",20,20,Italy,Italy
2140741,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2140741,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,18,Italy,NoInfo
2140741,3,"[43.77925, 11.246260000000001]","[40.85216, 14.26811]",18,19,NoInfo,Italy
2141490,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,NoInfo
2141490,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,16,NoInfo,NoInfo
2141490,3,"[43.77925, 11.246260000000001]","[41.90268, 12.454139999999999]",16,16,NoInfo,Vatican City
2141490,4,"[41.90268, 12.454139999999999]","[38.895109999999995, -77.03636999999999]",20,20,Vatican City,United States
2141263,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141263,2,"[42.83333, 12.83333]","[51.50853, -0.12574000000000002]",17,19,Italy,United Kingdom
2141263,3,"[51.50853, -0.12574000000000002]","[54.75844, -2.6953099999999997]",19,19,United Kingdom,United Kingdom
2141263,4,"[54.75844, -2.6953099999999997]","[54.75844, -2.6953099999999997]",19,19,United Kingdom,United Kingdom
2141263,5,"[54.75844, -2.6953099999999997]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2141263,6,"[51.50853, -0.12574000000000002]","[42.35843, -71.05977]",19,19,United Kingdom,United States
2141263,7,"[42.35843, -71.05977]","[42.3751, -71.10561]",20,20,United States,United States
2141270,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,18,Italy,NoInfo
2141270,2,"[43.77925, 11.246260000000001]","[39.127109999999995, -84.51439]",18,19,NoInfo,United States
2141270,3,"[39.127109999999995, -84.51439]","[41.85003, -87.65005]",19,19,United States,United States
2140994,1,"[43.77925, 11.246260000000001]","[48.85341, 2.3488]",15,18,Italy,France
2140994,2,"[48.85341, 2.3488]","[53.55073, 9.99302]",18,18,France,Germany
2140994,3,"[53.55073, 9.99302]","[53.55073, 9.99302]",19,19,Germany,Germany
2141186,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141186,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2141186,3,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2141186,4,"[42.83333, 12.83333]","[52.28107, -1.00095]",16,19,Italy,United Kingdom
2141186,5,"[52.28107, -1.00095]","[52.28107, -1.00095]",19,19,United Kingdom,NoInfo
2141186,6,"[52.28107, -1.00095]","[53.48095, -2.23743]",19,19,NoInfo,United Kingdom
2141186,7,"[53.48095, -2.23743]","[53.48095, -2.23743]",19,19,United Kingdom,United Kingdom
2141489,1,"[43.77925, 11.246260000000001]","[51.50853, -0.12574000000000002]",15,19,Italy,United Kingdom
2141489,2,"[51.50853, -0.12574000000000002]","[40.71427, -74.00596999999999]",20,19,United Kingdom,United States
2141489,3,"[40.71427, -74.00596999999999]","[40.09594, -75.12517]",20,20,United States,United States
2141489,4,"[40.09594, -75.12517]","[38.895109999999995, -77.03636999999999]",20,20,United States,United States
2140943,1,"[43.77925, 11.246260000000001]","[50.63373, 5.56749]",15,19,Italy,Belgium
2140632,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140632,2,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",15,18,Italy,Italy
2140632,3,"[41.89193, 12.511330000000001]","[48.85341, 2.3488]",18,18,Italy,France
2140632,4,"[48.85341, 2.3488]","[48.85341, 2.3488]",18,18,France,France
