Id,prov_ij,startCoor,endCoor,startCentury,endCentury,startCountry,endCountry
2141102,4,"[56.59766, 24.207629999999998]","[56.946000000000005, 24.10589]",20,20,Latvia,Latvia
2141016,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141016,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,16,Italy,Italy
2141016,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2141016,4,"[42.83333, 12.83333]","[43.69876, 11.814739999999999]",16,15,Italy,Italy
2141016,5,"[43.69876, 11.814739999999999]","[43.61995, 11.471910000000001]",20,20,Italy,Italy
2141110,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141110,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2141110,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,18,Italy,Italy
2141427,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,17,Italy,Italy
2141427,2,"[42.83333, 12.83333]","[41.90225, 12.4533]",17,17,Italy,Vatican City
2141456,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141456,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,Italy
2141456,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,18,Italy,NoInfo
2141456,4,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",18,20,NoInfo,Italy
2140731,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140731,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2140731,3,"[42.83333, 12.83333]","[44.30905, 8.47715]",16,17,Italy,Italy
2140731,4,"[44.30905, 8.47715]","[43.84369, 10.50447]",17,18,Italy,Italy
2141434,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141434,2,"[42.83333, 12.83333]","[43.65975, 11.18494]",15,15,Italy,Italy
2141434,3,"[43.65975, 11.18494]","[42.83333, 12.83333]",15,17,Italy,Italy
2141434,4,"[42.83333, 12.83333]","[42.83333, 12.83333]",17,16,Italy,Italy
2141434,5,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",17,18,Italy,Italy
2141434,6,"[41.89193, 12.511330000000001]","[41.90225, 12.4533]",18,18,Italy,Vatican City
2141204,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2141204,2,"[43.77925, 11.246260000000001]","[48.69096, 9.14062]",16,16,Italy,NoInfo
2141204,3,"[48.69096, 9.14062]","[43.77925, 11.246260000000001]",16,18,NoInfo,Italy
2141204,4,"[43.77925, 11.246260000000001]","[44.493809999999996, 11.33875]",18,19,Italy,Italy
2141204,5,"[44.493809999999996, 11.33875]","[42.3751, -71.10561]",19,19,Italy,United States
2141204,6,"[42.3751, -71.10561]","[42.3751, -71.10561]",20,20,United States,United States
2141492,1,"[43.77925, 11.246260000000001]","[40.85216, 14.26811]",15,18,Italy,Italy
2141492,2,"[40.85216, 14.26811]","[52.28107, -1.00095]",19,19,Italy,United Kingdom
2141492,3,"[52.28107, -1.00095]","[40.71427, -74.00596999999999]",19,19,United Kingdom,United States
2141492,4,"[40.71427, -74.00596999999999]","[40.71427, -74.00596999999999]",20,20,United States,United States
2145052,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2145052,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,15,Italy,Italy
2145052,3,"[43.77925, 11.246260000000001]","[52.683330000000005, 0.6166699999999999]",16,18,Italy,United Kingdom
2145052,4,"[52.683330000000005, 0.6166699999999999]","[51.50853, -0.12574000000000002]",20,20,United Kingdom,United Kingdom
2145052,5,"[51.50853, -0.12574000000000002]","[41.4901, -71.31283]",20,20,United Kingdom,United States
2145052,6,"[41.4901, -71.31283]","[40.71427, -74.00596999999999]",20,20,United States,United States
2145052,7,"[40.71427, -74.00596999999999]","[40.71427, -74.00596999999999]",20,20,United States,United States
2145052,8,"[40.71427, -74.00596999999999]","[40.71427, -74.00596999999999]",20,20,United States,United States
2145052,9,"[40.71427, -74.00596999999999]","[50.04937, 10.22175]",20,20,United States,Germany
2141553,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2141553,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,15,Italy,NoInfo
2141553,3,"[43.77925, 11.246260000000001]","[51.50853, -0.12574000000000002]",16,18,NoInfo,United Kingdom
2141553,4,"[51.50853, -0.12574000000000002]","[52.28107, -1.00095]",19,19,United Kingdom,United Kingdom
2141553,5,"[52.28107, -1.00095]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2141553,6,"[51.50853, -0.12574000000000002]","[52.03127, -1.01815]",19,19,United Kingdom,United Kingdom
2141553,7,"[52.03127, -1.01815]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2141553,8,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2141553,9,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2141553,10,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,NoInfo
2141553,11,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,NoInfo,United Kingdom
2141553,12,"[51.50853, -0.12574000000000002]","[40.85216, 14.26811]",19,19,United Kingdom,Italy
2141553,13,"[40.85216, 14.26811]","[55.635940000000005, -3.4680699999999995]",19,19,Italy,United Kingdom
2141553,14,"[55.635940000000005, -3.4680699999999995]","[40.71427, -74.00596999999999]",20,20,United Kingdom,United States
2141553,15,"[40.71427, -74.00596999999999]","[40.71427, -74.00596999999999]",20,20,United States,United States
2141227,1,"[43.77925, 11.246260000000001]","[55.99089, -3.3984699999999997]",15,15,Italy,United Kingdom
2141227,2,"[55.99089, -3.3984699999999997]","[51.75222, -1.25596]",19,19,United Kingdom,United Kingdom
2140776,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140776,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,NoInfo
2140776,3,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",16,17,NoInfo,Italy
2141400,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141400,2,"[42.83333, 12.83333]","[51.50853, -0.12574000000000002]",15,17,Italy,United Kingdom
2141400,3,"[51.50853, -0.12574000000000002]","[51.8485, -1.35132]",18,18,United Kingdom,United Kingdom
2141400,4,"[51.8485, -1.35132]","[40.71427, -74.00596999999999]",19,19,United Kingdom,United States
2141400,5,"[40.71427, -74.00596999999999]","[40.71427, -74.00596999999999]",20,20,United States,United States
2141400,6,"[40.71427, -74.00596999999999]","[48.85341, 2.3488]",20,20,United States,France
2141400,7,"[48.85341, 2.3488]","[35.6895, 139.69171]",20,20,France,Japan
2141400,8,"[35.6895, 139.69171]","[35.6895, 139.69171]",21,21,Japan,Japan
2140685,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140685,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,16,Italy,Italy
2140685,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,Italy
2140685,4,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,Italy
2140685,5,"[42.83333, 12.83333]","[43.462759999999996, 11.88068]",16,17,Italy,Italy
2140732,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140732,2,"[42.83333, 12.83333]","[43.84369, 10.50447]",16,19,Italy,Italy
2141029,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141029,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,17,Italy,Italy
2141029,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",17,17,Italy,NoInfo
2141029,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",17,17,NoInfo,Italy
2141029,5,"[43.77925, 11.246260000000001]","[44.41344, 12.201210000000001]",18,20,Italy,Italy
2141588,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141588,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,16,Italy,Italy
2141588,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,17,Italy,NoInfo
2141588,4,"[42.83333, 12.83333]","[51.05089, 13.738320000000002]",17,18,NoInfo,Germany
2141588,5,"[51.05089, 13.738320000000002]","[52.37052, 9.73322]",19,19,Germany,Germany
2141588,6,"[52.37052, 9.73322]","[52.24067, 0.50415]",19,19,Germany,United Kingdom
2141588,7,"[52.24067, 0.50415]","[48.208490000000005, 16.37208]",19,19,United Kingdom,Austria
2141588,8,"[48.208490000000005, 16.37208]","[53.9, 27.566670000000002]",19,20,Austria,Belarus
2141168,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141168,2,"[42.83333, 12.83333]","[45.07049, 7.68682]",16,18,Italy,Italy
2140634,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,NoInfo
2140634,2,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",17,17,NoInfo,Italy
2140634,3,"[42.83333, 12.83333]","[48.85341, 2.3488]",17,19,Italy,France
2140634,4,"[48.85341, 2.3488]","[48.85341, 2.3488]",20,20,France,France
2141251,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141251,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,NoInfo
2141251,3,"[42.83333, 12.83333]","[42.3751, -71.10561]",16,19,NoInfo,United States
2141251,4,"[42.3751, -71.10561]","[42.3751, -71.10561]",19,19,United States,NoInfo
2140686,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2140686,2,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",16,15,Italy,Italy
2140686,3,"[42.83333, 12.83333]","[44.493809999999996, 11.33875]",16,18,Italy,Italy
2140686,4,"[44.493809999999996, 11.33875]","[44.46667, 11.43333]",19,19,Italy,Italy
2141596,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2141596,2,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",16,17,Italy,Italy
2141596,3,"[42.83333, 12.83333]","[45.46427, 9.18951]",17,19,Italy,Italy
2141596,4,"[45.46427, 9.18951]","[45.46427, 9.18951]",19,19,Italy,NoInfo
2141596,5,"[45.46427, 9.18951]","[51.185390000000005, 6.44172]",19,19,NoInfo,Germany
2141596,6,"[51.185390000000005, 6.44172]","[50.93333, 6.95]",20,20,Germany,Germany
2140704,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140704,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2140704,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,16,Italy,Italy
2140704,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2140704,5,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141035,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2141035,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,Italy
2141035,3,"[42.83333, 12.83333]","[43.8805, 11.09699]",17,17,Italy,Italy
2141035,4,"[43.8805, 11.09699]","[43.77925, 11.246260000000001]",17,19,Italy,Italy
2141035,5,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141035,6,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",20,20,Italy,Italy
2140738,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2140738,2,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",16,15,Italy,Italy
2140738,3,"[42.83333, 12.83333]","[44.64783, 10.92539]",15,15,Italy,Italy
2140738,4,"[44.64783, 10.92539]","[44.64783, 10.92539]",19,19,Italy,Italy
2141048,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2141048,2,"[42.83333, 12.83333]","[44.0731, 10.477889999999999]",16,17,Italy,Italy
2141048,3,"[44.0731, 10.477889999999999]","[43.544270000000004, 10.32615]",17,17,Italy,Italy
2141048,4,"[43.544270000000004, 10.32615]","[43.544270000000004, 10.32615]",19,19,Italy,Italy
2140700,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140700,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2140700,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,18,Italy,Italy
2140700,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2140703,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140703,2,"[42.83333, 12.83333]","[43.708529999999996, 10.4036]",15,15,Italy,Italy
2140703,3,"[43.708529999999996, 10.4036]","[43.77925, 11.246260000000001]",16,18,Italy,Italy
2140703,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2140703,5,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141082,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141082,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,18,Italy,Italy
2141082,3,"[43.77925, 11.246260000000001]","[55.952059999999996, -3.1964799999999998]",19,19,Italy,United Kingdom
2141082,4,"[55.952059999999996, -3.1964799999999998]","[55.952059999999996, -3.1964799999999998]",19,20,United Kingdom,United Kingdom
2141097,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141097,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,Italy
2141097,3,"[42.83333, 12.83333]","[43.708529999999996, 10.4036]",16,15,Italy,Italy
2141097,4,"[43.708529999999996, 10.4036]","[42.83333, 12.83333]",16,17,Italy,Italy
2141097,5,"[42.83333, 12.83333]","[42.83333, 12.83333]",17,18,Italy,NoInfo
2141097,6,"[42.83333, 12.83333]","[50.115520000000004, 8.68417]",18,19,NoInfo,Germany
2141097,7,"[50.115520000000004, 8.68417]","[50.115520000000004, 8.68417]",19,19,Germany,NoInfo
2141097,8,"[50.115520000000004, 8.68417]","[45.64953, 13.776779999999999]",19,19,NoInfo,Italy
2141097,9,"[45.64953, 13.776779999999999]","[41.89193, 12.511330000000001]",20,20,Italy,Italy
2140725,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140725,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,NoInfo
2140725,3,"[42.83333, 12.83333]","[45.46427, 9.18951]",16,18,NoInfo,Italy
2140725,4,"[45.46427, 9.18951]","[52.37403, 4.88969]",18,18,Italy,Netherlands
2140725,5,"[52.37403, 4.88969]","[44.40478, 8.94439]",18,18,Netherlands,Italy
2140725,6,"[44.40478, 8.94439]","[44.40478, 8.94439]",19,19,Italy,Italy
2141098,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,Italy
2141098,2,"[43.77925, 11.246260000000001]","[40.72586, 8.55552]",16,18,Italy,Italy
2141098,3,"[40.72586, 8.55552]","[40.72586, 8.55552]",19,19,Italy,Italy
2140849,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,NoInfo
2140849,2,"[43.77925, 11.246260000000001]","[35.685359999999996, 139.75309]",17,19,NoInfo,Japan
2140849,3,"[35.685359999999996, 139.75309]","[41.06997, 1.05949]",19,19,Japan,Spain
2140849,4,"[41.06997, 1.05949]","[41.38879, 2.15899]",20,19,Spain,Spain
2140849,5,"[41.38879, 2.15899]","[41.38879, 2.15899]",20,20,Spain,Spain
2141338,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2141338,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2141338,3,"[42.83333, 12.83333]","[38.13205, 13.33561]",16,15,Italy,Italy
2141338,4,"[38.13205, 13.33561]","[38.13205, 13.33561]",20,20,Italy,Italy
2140675,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2140675,2,"[42.83333, 12.83333]","[48.208490000000005, 16.37208]",18,18,Italy,Austria
2140675,3,"[48.208490000000005, 16.37208]","[48.13743, 11.57549]",19,19,Austria,Germany
2140751,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2140751,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2140751,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,18,Italy,NoInfo
2140751,4,"[42.83333, 12.83333]","[44.79935, 10.32618]",19,18,NoInfo,Italy
2140709,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140709,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2140709,3,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,15,Italy,Italy
2140709,4,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,19,Italy,Italy
2140855,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,16,Italy,NoInfo
2140855,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,16,NoInfo,Italy
2140855,3,"[43.77925, 11.246260000000001]","[35.685359999999996, 139.75309]",16,18,Italy,Japan
2140855,4,"[35.685359999999996, 139.75309]","[59.858819999999994, 17.63889]",19,18,Japan,Sweden
2140770,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2140770,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,16,Italy,Italy
2140770,3,"[42.83333, 12.83333]","[41.89193, 12.511330000000001]",16,19,Italy,Italy
2141191,1,"[43.77925, 11.246260000000001]","[45.437129999999996, 12.33265]",15,17,Italy,Italy
2141191,2,"[45.437129999999996, 12.33265]","[51.75222, -1.25596]",18,19,Italy,United Kingdom
2141108,1,"[43.77925, 11.246260000000001]","[40.0, -4.0]",15,15,Italy,Spain
2141108,2,"[40.0, -4.0]","[40.0, -4.0]",15,17,Spain,Spain
2141108,3,"[40.0, -4.0]","[42.880520000000004, -8.545689999999999]",17,17,Spain,Spain
2011395,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2011395,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,19,Italy,NoInfo
2011395,3,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",16,19,NoInfo,Italy
2011395,4,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,19,Italy,NoInfo
2011395,5,"[42.83333, 12.83333]","[42.83333, 12.83333]",16,19,NoInfo,Italy
2141034,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2141034,2,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",16,20,Italy,Italy
2140961,1,"[43.77925, 11.246260000000001]","[48.85341, 2.3488]",15,19,Italy,France
2140961,2,"[48.85341, 2.3488]","[48.85341, 2.3488]",20,20,France,France
2140961,3,"[48.85341, 2.3488]","[48.85341, 2.3488]",21,21,France,France
2141280,1,"[43.77925, 11.246260000000001]","[45.46427, 9.18951]",15,15,Italy,Italy
2141280,2,"[45.46427, 9.18951]","[48.69096, 9.14062]",16,15,Italy,NoInfo
2141280,3,"[48.69096, 9.14062]","[52.0389, 0.73117]",16,19,NoInfo,United Kingdom
2141280,4,"[52.0389, 0.73117]","[51.50853, -0.12574000000000002]",19,20,United Kingdom,United Kingdom
2141280,5,"[51.50853, -0.12574000000000002]","[38.029309999999995, -78.47668]",20,20,United Kingdom,United States
2141280,6,"[38.029309999999995, -78.47668]","[45.02819, 11.64265]",20,20,United States,Italy
2141280,7,"[45.02819, 11.64265]","[37.42411, -122.16608000000001]",20,20,Italy,United States
201623,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
201623,2,"[42.83333, 12.83333]","[45.437129999999996, 12.33265]",16,18,Italy,Italy
201623,3,"[45.437129999999996, 12.33265]","[51.48611, -3.6086099999999997]",18,19,Italy,United Kingdom
201623,4,"[51.48611, -3.6086099999999997]","[52.16045, -0.70312]",19,19,United Kingdom,United Kingdom
201623,5,"[52.16045, -0.70312]","[42.35843, -71.05977]",20,20,United Kingdom,United States
201623,6,"[42.35843, -71.05977]","[42.3751, -71.10561]",20,20,United States,United States
2140702,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,16,Italy,Italy
2140702,2,"[42.83333, 12.83333]","[43.77925, 11.246260000000001]",16,18,Italy,Italy
2140702,3,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",18,18,Italy,Italy
2140702,4,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",19,19,Italy,Italy
2141122,1,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",15,15,Italy,Italy
2141122,2,"[43.77925, 11.246260000000001]","[43.77925, 11.246260000000001]",16,16,Italy,NoInfo
2141122,3,"[43.77925, 11.246260000000001]","[51.05089, 13.738320000000002]",18,17,NoInfo,Germany
2141122,4,"[51.05089, 13.738320000000002]","[51.05089, 13.738320000000002]",18,18,Germany,Germany
2141122,5,"[51.05089, 13.738320000000002]","[51.05089, 13.738320000000002]",18,18,Germany,Germany
2001011,1,"[43.77925, 11.246260000000001]","[45.4389, 12.330919999999999]",15,18,Italy,Italy
2001011,2,"[45.4389, 12.330919999999999]","[51.50853, -0.12574000000000002]",18,18,Italy,United Kingdom
2001011,3,"[51.50853, -0.12574000000000002]","[51.50853, -0.12574000000000002]",19,19,United Kingdom,United Kingdom
2140726,1,"[43.77925, 11.246260000000001]","[42.83333, 12.83333]",15,15,Italy,Italy
2140726,2,"[42.83333, 12.83333]","[42.83333, 12.83333]",15,15,Italy,Italy
2140726,3,"[42.83333, 12.83333]","[48.37154, 10.89851]",17,18,Italy,Germany
2140726,4,"[48.37154, 10.89851]","[48.37154, 10.89851]",17,19,Germany,Germany
2140726,5,"[48.37154, 10.89851]","[48.37154, 10.89851]",17,19,Germany,Germany
